Date,Product_Name,Product_ID,Category,Unit_Price,Units_Sold,Supplier_ID,Lead_Time_Days,On_Time_Delivery_Rate,Unit_of_Measure
9/21/2021,100% Cotton Fabric,T001,Textiles,3.24,244,S009,10,0.87,meter
9/22/2021,100% Cotton Fabric,T001,Textiles,3.31,298,S009,10,0.87,meter
9/23/2021,100% Cotton Fabric,T001,Textiles,3.27,296,S005,10,0.53,meter
9/24/2021,100% Cotton Fabric,T001,Textiles,3.44,268,S006,10,0.88,meter
9/25/2021,100% Cotton Fabric,T001,Textiles,3.25,289,S007,10,0.64,meter
9/26/2021,100% Cotton Fabric,T001,Textiles,3.34,319,S004,10,0.98,meter
9/27/2021,100% Cotton Fabric,T001,Textiles,3.25,279,S010,10,0.45,meter
9/28/2021,100% Cotton Fabric,T001,Textiles,3.35,286,S004,10,0.98,meter
9/29/2021,100% Cotton Fabric,T001,Textiles,3.27,260,S005,10,0.92,meter
9/30/2021,100% Cotton Fabric,T001,Textiles,3.37,270,S009,10,0.87,meter
10/1/2021,100% Cotton Fabric,T001,Textiles,3.31,314,S008,10,0.96,meter
10/2/2021,100% Cotton Fabric,T001,Textiles,3.4,287,S008,10,0.96,meter
10/3/2021,100% Cotton Fabric,T001,Textiles,3.29,261,S003,10,0.65,meter
10/4/2021,100% Cotton Fabric,T001,Textiles,3.32,281,S002,10,0.9,meter
10/5/2021,100% Cotton Fabric,T001,Textiles,3.2,272,S004,10,0.98,meter
10/6/2021,100% Cotton Fabric,T001,Textiles,3.18,305,S005,10,0.92,meter
10/7/2021,100% Cotton Fabric,T001,Textiles,3.32,306,S007,10,0.8,meter
10/8/2021,100% Cotton Fabric,T001,Textiles,3.27,283,S001,10,0.95,meter
10/9/2021,100% Cotton Fabric,T001,Textiles,3.33,259,S001,10,0.95,meter
10/10/2021,100% Cotton Fabric,T001,Textiles,3.25,240,S002,10,0.9,meter
10/11/2021,100% Cotton Fabric,T001,Textiles,3.3,266,S006,10,0.88,meter
10/12/2021,100% Cotton Fabric,T001,Textiles,3.23,275,S005,10,0.92,meter
10/13/2021,100% Cotton Fabric,T001,Textiles,3.31,286,S002,10,0.9,meter
10/14/2021,100% Cotton Fabric,T001,Textiles,3.22,286,S008,10,0.96,meter
10/15/2021,100% Cotton Fabric,T001,Textiles,3.29,244,S002,10,0.57,meter
10/16/2021,100% Cotton Fabric,T001,Textiles,3.24,264,S007,10,0.61,meter
10/17/2021,100% Cotton Fabric,T001,Textiles,3.36,254,S002,10,0.9,meter
10/18/2021,100% Cotton Fabric,T001,Textiles,3.23,289,S007,10,0.8,meter
10/19/2021,100% Cotton Fabric,T001,Textiles,3.24,263,S002,10,0.9,meter
10/20/2021,100% Cotton Fabric,T001,Textiles,3.26,267,S002,10,0.9,meter
10/21/2021,100% Cotton Fabric,T001,Textiles,3.34,262,S002,10,0.9,meter
10/22/2021,100% Cotton Fabric,T001,Textiles,3.28,289,S004,10,0.98,meter
10/23/2021,100% Cotton Fabric,T001,Textiles,3.27,261,S006,10,0.88,meter
10/24/2021,100% Cotton Fabric,T001,Textiles,3.26,284,S005,10,0.92,meter
10/25/2021,100% Cotton Fabric,T001,Textiles,3.29,303,S003,10,0.44,meter
10/26/2021,100% Cotton Fabric,T001,Textiles,3.24,273,S003,10,0.46,meter
10/27/2021,100% Cotton Fabric,T001,Textiles,3.23,270,S006,10,0.88,meter
10/28/2021,100% Cotton Fabric,T001,Textiles,3.27,294,S007,10,0.44,meter
10/29/2021,100% Cotton Fabric,T001,Textiles,3.24,304,S002,10,0.9,meter
10/30/2021,100% Cotton Fabric,T001,Textiles,3.25,281,S010,10,0.75,meter
10/31/2021,100% Cotton Fabric,T001,Textiles,3.14,283,S008,10,0.96,meter
11/1/2021,100% Cotton Fabric,T001,Textiles,3.38,282,S006,10,0.88,meter
11/2/2021,100% Cotton Fabric,T001,Textiles,3.3,319,S001,10,0.95,meter
11/3/2021,100% Cotton Fabric,T001,Textiles,3.3,272,S007,10,0.8,meter
11/4/2021,100% Cotton Fabric,T001,Textiles,3.24,279,S010,10,0.75,meter
11/5/2021,100% Cotton Fabric,T001,Textiles,3.27,252,S003,10,0.85,meter
11/6/2021,100% Cotton Fabric,T001,Textiles,3.22,301,S005,10,0.92,meter
11/7/2021,100% Cotton Fabric,T001,Textiles,3.24,283,S003,10,0.85,meter
11/8/2021,100% Cotton Fabric,T001,Textiles,3.28,284,S009,10,0.6,meter
11/9/2021,100% Cotton Fabric,T001,Textiles,3.31,281,S003,10,0.55,meter
11/10/2021,100% Cotton Fabric,T001,Textiles,3.33,287,S009,10,0.71,meter
11/11/2021,100% Cotton Fabric,T001,Textiles,3.35,277,S010,10,0.66,meter
11/12/2021,100% Cotton Fabric,T001,Textiles,3.38,309,S002,10,0.9,meter
11/13/2021,100% Cotton Fabric,T001,Textiles,3.34,272,S005,10,0.92,meter
11/14/2021,100% Cotton Fabric,T001,Textiles,3.29,254,S008,10,0.96,meter
11/15/2021,100% Cotton Fabric,T001,Textiles,3.33,299,S009,10,0.78,meter
11/16/2021,100% Cotton Fabric,T001,Textiles,3.29,279,S008,10,0.96,meter
11/17/2021,100% Cotton Fabric,T001,Textiles,3.24,259,S008,10,0.96,meter
11/18/2021,100% Cotton Fabric,T001,Textiles,3.43,281,S002,10,0.9,meter
11/19/2021,100% Cotton Fabric,T001,Textiles,3.36,288,S006,10,0.88,meter
11/20/2021,100% Cotton Fabric,T001,Textiles,3.33,281,S005,10,0.71,meter
11/21/2021,100% Cotton Fabric,T001,Textiles,3.31,296,S006,10,0.88,meter
11/22/2021,100% Cotton Fabric,T001,Textiles,3.34,289,S001,10,0.95,meter
11/23/2021,100% Cotton Fabric,T001,Textiles,3.32,279,S010,10,0.75,meter
11/24/2021,100% Cotton Fabric,T001,Textiles,3.31,297,S001,10,0.95,meter
11/25/2021,100% Cotton Fabric,T001,Textiles,3.37,302,S001,10,0.95,meter
11/26/2021,100% Cotton Fabric,T001,Textiles,3.3,276,S008,10,0.96,meter
11/27/2021,100% Cotton Fabric,T001,Textiles,3.38,301,S006,10,0.88,meter
11/28/2021,100% Cotton Fabric,T001,Textiles,3.31,394,S005,10,0.92,meter
11/29/2021,100% Cotton Fabric,T001,Textiles,3.2,319,S008,10,0.96,meter
11/30/2021,100% Cotton Fabric,T001,Textiles,3.33,285,S009,10,0.87,meter
12/1/2021,100% Cotton Fabric,T001,Textiles,3.31,442,S007,10,0.8,meter
12/2/2021,100% Cotton Fabric,T001,Textiles,3.28,287,S007,10,0.8,meter
12/3/2021,100% Cotton Fabric,T001,Textiles,3.3,319,S002,10,0.9,meter
12/4/2021,100% Cotton Fabric,T001,Textiles,3.25,265,S004,10,0.98,meter
12/5/2021,100% Cotton Fabric,T001,Textiles,3.4,275,S002,10,0.9,meter
12/6/2021,100% Cotton Fabric,T001,Textiles,3.38,315,S007,10,0.8,meter
12/7/2021,100% Cotton Fabric,T001,Textiles,3.36,283,S008,10,0.96,meter
12/8/2021,100% Cotton Fabric,T001,Textiles,3.27,293,S004,10,0.98,meter
12/9/2021,100% Cotton Fabric,T001,Textiles,3.38,301,S002,10,0.9,meter
12/10/2021,100% Cotton Fabric,T001,Textiles,3.48,237,S010,10,0.43,meter
12/11/2021,100% Cotton Fabric,T001,Textiles,3.36,256,S001,10,0.95,meter
12/12/2021,100% Cotton Fabric,T001,Textiles,3.31,294,S002,10,0.9,meter
12/13/2021,100% Cotton Fabric,T001,Textiles,3.27,280,S001,10,0.95,meter
12/14/2021,100% Cotton Fabric,T001,Textiles,3.3,303,S004,10,0.98,meter
12/15/2021,100% Cotton Fabric,T001,Textiles,3.46,274,S006,10,0.88,meter
12/16/2021,100% Cotton Fabric,T001,Textiles,3.32,301,S010,10,0.61,meter
12/17/2021,100% Cotton Fabric,T001,Textiles,3.24,256,S004,10,0.98,meter
12/18/2021,100% Cotton Fabric,T001,Textiles,3.37,257,S009,10,0.87,meter
12/19/2021,100% Cotton Fabric,T001,Textiles,3.32,294,S001,10,0.95,meter
12/20/2021,100% Cotton Fabric,T001,Textiles,3.28,347,S006,10,0.88,meter
12/21/2021,100% Cotton Fabric,T001,Textiles,3.39,284,S001,10,0.95,meter
12/22/2021,100% Cotton Fabric,T001,Textiles,3.32,299,S007,10,0.8,meter
12/23/2021,100% Cotton Fabric,T001,Textiles,3.36,307,S010,10,0.55,meter
12/24/2021,100% Cotton Fabric,T001,Textiles,3.35,291,S002,10,0.9,meter
12/25/2021,100% Cotton Fabric,T001,Textiles,3.45,333,S005,10,0.92,meter
12/26/2021,100% Cotton Fabric,T001,Textiles,3.38,327,S002,10,0.9,meter
12/27/2021,100% Cotton Fabric,T001,Textiles,3.38,325,S007,10,0.8,meter
12/28/2021,100% Cotton Fabric,T001,Textiles,3.28,321,S005,10,0.59,meter
12/29/2021,100% Cotton Fabric,T001,Textiles,3.24,321,S004,10,0.98,meter
12/30/2021,100% Cotton Fabric,T001,Textiles,3.52,276,S009,10,0.87,meter
12/31/2021,100% Cotton Fabric,T001,Textiles,3.4,325,S004,10,0.98,meter
1/1/2022,100% Cotton Fabric,T001,Textiles,3.34,285,S006,10,0.88,meter
1/2/2022,100% Cotton Fabric,T001,Textiles,3.49,346,S005,10,0.92,meter
1/3/2022,100% Cotton Fabric,T001,Textiles,3.42,317,S001,10,0.95,meter
1/4/2022,100% Cotton Fabric,T001,Textiles,3.4,331,S007,10,0.8,meter
1/5/2022,100% Cotton Fabric,T001,Textiles,3.37,300,S008,10,0.96,meter
1/6/2022,100% Cotton Fabric,T001,Textiles,3.43,315,S009,10,0.87,meter
1/7/2022,100% Cotton Fabric,T001,Textiles,3.51,264,S001,10,0.95,meter
1/8/2022,100% Cotton Fabric,T001,Textiles,3.49,279,S001,10,0.95,meter
1/9/2022,100% Cotton Fabric,T001,Textiles,3.56,332,S005,10,0.92,meter
1/10/2022,100% Cotton Fabric,T001,Textiles,3.4,305,S004,10,0.98,meter
1/11/2022,100% Cotton Fabric,T001,Textiles,3.42,298,S001,10,0.95,meter
1/12/2022,100% Cotton Fabric,T001,Textiles,3.48,331,S001,10,0.95,meter
1/13/2022,100% Cotton Fabric,T001,Textiles,3.46,309,S001,10,0.95,meter
1/14/2022,100% Cotton Fabric,T001,Textiles,3.57,305,S003,10,0.85,meter
1/15/2022,100% Cotton Fabric,T001,Textiles,3.57,290,S008,10,0.96,meter
1/16/2022,100% Cotton Fabric,T001,Textiles,3.39,330,S005,10,0.92,meter
1/17/2022,100% Cotton Fabric,T001,Textiles,3.28,323,S007,10,0.8,meter
1/18/2022,100% Cotton Fabric,T001,Textiles,3.23,300,S007,10,0.8,meter
1/19/2022,100% Cotton Fabric,T001,Textiles,3.45,299,S007,10,0.8,meter
1/20/2022,100% Cotton Fabric,T001,Textiles,3.39,315,S003,10,0.85,meter
1/21/2022,100% Cotton Fabric,T001,Textiles,3.47,311,S009,10,0.87,meter
1/22/2022,100% Cotton Fabric,T001,Textiles,3.38,345,S004,10,0.98,meter
1/23/2022,100% Cotton Fabric,T001,Textiles,3.53,313,S009,10,0.77,meter
1/24/2022,100% Cotton Fabric,T001,Textiles,3.33,315,S002,10,0.9,meter
1/25/2022,100% Cotton Fabric,T001,Textiles,3.38,328,S009,10,0.87,meter
1/26/2022,100% Cotton Fabric,T001,Textiles,3.38,330,S003,10,0.85,meter
1/27/2022,100% Cotton Fabric,T001,Textiles,3.45,296,S006,10,0.88,meter
1/28/2022,100% Cotton Fabric,T001,Textiles,3.38,319,S004,10,0.98,meter
1/29/2022,100% Cotton Fabric,T001,Textiles,3.39,278,S003,10,0.85,meter
1/30/2022,100% Cotton Fabric,T001,Textiles,3.5,324,S005,10,0.92,meter
1/31/2022,100% Cotton Fabric,T001,Textiles,3.49,365,S009,10,0.87,meter
2/1/2022,100% Cotton Fabric,T001,Textiles,3.51,338,S002,10,0.9,meter
2/2/2022,100% Cotton Fabric,T001,Textiles,3.41,325,S003,10,0.85,meter
2/3/2022,100% Cotton Fabric,T001,Textiles,3.51,316,S006,10,0.88,meter
2/4/2022,100% Cotton Fabric,T001,Textiles,3.54,270,S006,10,0.88,meter
2/5/2022,100% Cotton Fabric,T001,Textiles,3.48,308,S010,10,0.65,meter
2/6/2022,100% Cotton Fabric,T001,Textiles,3.43,301,S002,10,0.9,meter
2/7/2022,100% Cotton Fabric,T001,Textiles,3.45,351,S010,10,0.66,meter
2/8/2022,100% Cotton Fabric,T001,Textiles,3.5,284,S005,10,0.92,meter
2/9/2022,100% Cotton Fabric,T001,Textiles,3.58,318,S008,10,0.96,meter
2/10/2022,100% Cotton Fabric,T001,Textiles,3.42,281,S007,10,0.8,meter
2/11/2022,100% Cotton Fabric,T001,Textiles,3.51,296,S002,10,0.9,meter
2/12/2022,100% Cotton Fabric,T001,Textiles,3.56,318,S010,10,0.57,meter
2/13/2022,100% Cotton Fabric,T001,Textiles,3.52,291,S004,10,0.98,meter
2/14/2022,100% Cotton Fabric,T001,Textiles,3.55,380,S009,10,0.87,meter
2/15/2022,100% Cotton Fabric,T001,Textiles,3.45,314,S001,10,0.95,meter
2/16/2022,100% Cotton Fabric,T001,Textiles,3.47,321,S004,10,0.98,meter
2/17/2022,100% Cotton Fabric,T001,Textiles,3.39,310,S005,10,0.92,meter
2/18/2022,100% Cotton Fabric,T001,Textiles,3.44,313,S005,10,0.92,meter
2/19/2022,100% Cotton Fabric,T001,Textiles,3.43,323,S001,10,0.95,meter
2/20/2022,100% Cotton Fabric,T001,Textiles,3.42,315,S002,10,0.9,meter
2/21/2022,100% Cotton Fabric,T001,Textiles,3.53,309,S001,10,0.95,meter
2/22/2022,100% Cotton Fabric,T001,Textiles,3.37,350,S001,10,0.95,meter
2/23/2022,100% Cotton Fabric,T001,Textiles,3.4,308,S008,10,0.96,meter
2/24/2022,100% Cotton Fabric,T001,Textiles,3.54,447,S009,10,0.87,meter
2/25/2022,100% Cotton Fabric,T001,Textiles,3.47,320,S001,10,0.95,meter
2/26/2022,100% Cotton Fabric,T001,Textiles,3.41,383,S005,10,0.92,meter
2/27/2022,100% Cotton Fabric,T001,Textiles,3.52,323,S010,10,0.57,meter
2/28/2022,100% Cotton Fabric,T001,Textiles,3.47,270,S005,10,0.92,meter
3/1/2022,100% Cotton Fabric,T001,Textiles,3.55,327,S001,10,0.95,meter
3/2/2022,100% Cotton Fabric,T001,Textiles,3.55,315,S010,10,0.66,meter
3/3/2022,100% Cotton Fabric,T001,Textiles,3.52,343,S005,10,0.92,meter
3/4/2022,100% Cotton Fabric,T001,Textiles,3.48,365,S001,10,0.95,meter
3/5/2022,100% Cotton Fabric,T001,Textiles,3.51,366,S008,10,0.96,meter
3/6/2022,100% Cotton Fabric,T001,Textiles,3.56,323,S006,10,0.88,meter
3/7/2022,100% Cotton Fabric,T001,Textiles,3.56,332,S003,10,0.85,meter
3/8/2022,100% Cotton Fabric,T001,Textiles,3.56,312,S007,10,0.57,meter
3/9/2022,100% Cotton Fabric,T001,Textiles,3.51,288,S004,10,0.98,meter
3/10/2022,100% Cotton Fabric,T001,Textiles,3.56,333,S006,10,0.88,meter
3/11/2022,100% Cotton Fabric,T001,Textiles,3.43,290,S008,10,0.96,meter
3/12/2022,100% Cotton Fabric,T001,Textiles,3.56,276,S005,10,0.92,meter
3/13/2022,100% Cotton Fabric,T001,Textiles,3.59,307,S010,10,0.75,meter
3/14/2022,100% Cotton Fabric,T001,Textiles,3.32,338,S001,10,0.95,meter
3/15/2022,100% Cotton Fabric,T001,Textiles,3.61,307,S010,10,0.75,meter
3/16/2022,100% Cotton Fabric,T001,Textiles,3.64,306,S001,10,0.95,meter
3/17/2022,100% Cotton Fabric,T001,Textiles,3.57,322,S008,10,0.96,meter
3/18/2022,100% Cotton Fabric,T001,Textiles,3.38,285,S004,10,0.98,meter
3/19/2022,100% Cotton Fabric,T001,Textiles,3.54,301,S006,10,0.88,meter
3/20/2022,100% Cotton Fabric,T001,Textiles,3.48,322,S005,10,0.92,meter
3/21/2022,100% Cotton Fabric,T001,Textiles,3.54,337,S006,10,0.88,meter
3/22/2022,100% Cotton Fabric,T001,Textiles,3.56,306,S004,10,0.98,meter
3/23/2022,100% Cotton Fabric,T001,Textiles,3.58,343,S003,10,0.85,meter
3/24/2022,100% Cotton Fabric,T001,Textiles,3.55,354,S001,10,0.95,meter
3/25/2022,100% Cotton Fabric,T001,Textiles,3.52,309,S005,10,0.92,meter
3/26/2022,100% Cotton Fabric,T001,Textiles,3.64,321,S005,10,0.92,meter
3/27/2022,100% Cotton Fabric,T001,Textiles,3.47,317,S008,10,0.96,meter
3/28/2022,100% Cotton Fabric,T001,Textiles,3.44,335,S005,10,0.67,meter
3/29/2022,100% Cotton Fabric,T001,Textiles,3.52,308,S001,10,0.95,meter
3/30/2022,100% Cotton Fabric,T001,Textiles,3.51,328,S008,10,0.96,meter
3/31/2022,100% Cotton Fabric,T001,Textiles,3.48,339,S005,10,0.92,meter
4/1/2022,100% Cotton Fabric,T001,Textiles,3.59,348,S010,10,0.75,meter
4/2/2022,100% Cotton Fabric,T001,Textiles,3.52,317,S007,10,0.8,meter
4/3/2022,100% Cotton Fabric,T001,Textiles,3.6,342,S006,10,0.88,meter
4/4/2022,100% Cotton Fabric,T001,Textiles,3.44,324,S001,10,0.95,meter
4/5/2022,100% Cotton Fabric,T001,Textiles,3.5,308,S007,10,0.8,meter
4/6/2022,100% Cotton Fabric,T001,Textiles,3.63,332,S009,10,0.87,meter
4/7/2022,100% Cotton Fabric,T001,Textiles,3.51,324,S003,10,0.85,meter
4/8/2022,100% Cotton Fabric,T001,Textiles,3.5,313,S002,10,0.9,meter
4/9/2022,100% Cotton Fabric,T001,Textiles,3.66,286,S001,10,0.95,meter
4/10/2022,100% Cotton Fabric,T001,Textiles,3.65,326,S001,10,0.95,meter
4/11/2022,100% Cotton Fabric,T001,Textiles,3.47,319,S001,10,0.95,meter
4/12/2022,100% Cotton Fabric,T001,Textiles,3.54,352,S006,10,0.88,meter
4/13/2022,100% Cotton Fabric,T001,Textiles,3.56,303,S002,10,0.9,meter
4/14/2022,100% Cotton Fabric,T001,Textiles,3.58,296,S002,10,0.9,meter
4/15/2022,100% Cotton Fabric,T001,Textiles,3.45,291,S001,10,0.95,meter
4/16/2022,100% Cotton Fabric,T001,Textiles,3.46,309,S005,10,0.92,meter
4/17/2022,100% Cotton Fabric,T001,Textiles,3.58,299,S004,10,0.98,meter
4/18/2022,100% Cotton Fabric,T001,Textiles,3.62,346,S008,10,0.96,meter
4/19/2022,100% Cotton Fabric,T001,Textiles,3.52,316,S009,10,0.45,meter
4/20/2022,100% Cotton Fabric,T001,Textiles,3.52,342,S005,10,0.92,meter
4/21/2022,100% Cotton Fabric,T001,Textiles,3.56,370,S009,10,0.87,meter
4/22/2022,100% Cotton Fabric,T001,Textiles,3.56,298,S001,10,0.95,meter
4/23/2022,100% Cotton Fabric,T001,Textiles,3.57,341,S006,10,0.88,meter
4/24/2022,100% Cotton Fabric,T001,Textiles,3.72,352,S010,10,0.75,meter
4/25/2022,100% Cotton Fabric,T001,Textiles,3.49,322,S001,10,0.95,meter
4/26/2022,100% Cotton Fabric,T001,Textiles,3.49,357,S005,10,0.92,meter
4/27/2022,100% Cotton Fabric,T001,Textiles,3.52,327,S006,10,0.88,meter
4/28/2022,100% Cotton Fabric,T001,Textiles,3.56,359,S003,10,0.85,meter
4/29/2022,100% Cotton Fabric,T001,Textiles,3.5,339,S006,10,0.88,meter
4/30/2022,100% Cotton Fabric,T001,Textiles,3.52,339,S004,10,0.98,meter
5/1/2022,100% Cotton Fabric,T001,Textiles,3.46,322,S003,10,0.85,meter
5/2/2022,100% Cotton Fabric,T001,Textiles,3.47,370,S004,10,0.98,meter
5/3/2022,100% Cotton Fabric,T001,Textiles,3.43,298,S003,10,0.55,meter
5/4/2022,100% Cotton Fabric,T001,Textiles,3.57,486,S002,10,0.9,meter
5/5/2022,100% Cotton Fabric,T001,Textiles,3.49,362,S007,10,0.8,meter
5/6/2022,100% Cotton Fabric,T001,Textiles,3.59,342,S007,10,0.8,meter
5/7/2022,100% Cotton Fabric,T001,Textiles,3.58,306,S006,10,0.88,meter
5/8/2022,100% Cotton Fabric,T001,Textiles,3.67,360,S002,10,0.9,meter
5/9/2022,100% Cotton Fabric,T001,Textiles,3.53,302,S002,10,0.9,meter
5/10/2022,100% Cotton Fabric,T001,Textiles,3.55,292,S002,10,0.64,meter
5/11/2022,100% Cotton Fabric,T001,Textiles,3.46,286,S007,10,0.8,meter
5/12/2022,100% Cotton Fabric,T001,Textiles,3.52,316,S004,10,0.98,meter
5/13/2022,100% Cotton Fabric,T001,Textiles,3.56,325,S004,10,0.67,meter
5/14/2022,100% Cotton Fabric,T001,Textiles,3.44,326,S001,10,0.95,meter
5/15/2022,100% Cotton Fabric,T001,Textiles,3.57,332,S010,10,0.47,meter
5/16/2022,100% Cotton Fabric,T001,Textiles,3.55,285,S009,10,0.87,meter
5/17/2022,100% Cotton Fabric,T001,Textiles,3.53,336,S003,10,0.85,meter
5/18/2022,100% Cotton Fabric,T001,Textiles,3.54,308,S002,10,0.9,meter
5/19/2022,100% Cotton Fabric,T001,Textiles,3.52,298,S008,10,0.96,meter
5/20/2022,100% Cotton Fabric,T001,Textiles,3.55,337,S006,10,0.88,meter
5/21/2022,100% Cotton Fabric,T001,Textiles,3.6,444,S001,10,0.95,meter
5/22/2022,100% Cotton Fabric,T001,Textiles,3.63,370,S004,10,0.98,meter
5/23/2022,100% Cotton Fabric,T001,Textiles,3.5,264,S009,10,0.87,meter
5/24/2022,100% Cotton Fabric,T001,Textiles,3.56,341,S006,10,0.88,meter
5/25/2022,100% Cotton Fabric,T001,Textiles,3.47,318,S003,10,0.85,meter
5/26/2022,100% Cotton Fabric,T001,Textiles,3.71,347,S007,10,0.54,meter
5/27/2022,100% Cotton Fabric,T001,Textiles,3.59,343,S003,10,0.85,meter
5/28/2022,100% Cotton Fabric,T001,Textiles,3.47,362,S009,10,0.87,meter
5/29/2022,100% Cotton Fabric,T001,Textiles,3.64,311,S007,10,0.8,meter
5/30/2022,100% Cotton Fabric,T001,Textiles,3.42,344,S004,10,0.98,meter
5/31/2022,100% Cotton Fabric,T001,Textiles,3.47,321,S004,10,0.98,meter
6/1/2022,100% Cotton Fabric,T001,Textiles,3.44,347,S004,10,0.98,meter
6/2/2022,100% Cotton Fabric,T001,Textiles,3.47,299,S005,10,0.92,meter
6/3/2022,100% Cotton Fabric,T001,Textiles,3.53,331,S010,10,0.75,meter
6/4/2022,100% Cotton Fabric,T001,Textiles,3.42,334,S009,10,0.6,meter
6/5/2022,100% Cotton Fabric,T001,Textiles,3.45,309,S001,10,0.95,meter
6/6/2022,100% Cotton Fabric,T001,Textiles,3.47,310,S001,10,0.95,meter
6/7/2022,100% Cotton Fabric,T001,Textiles,3.53,280,S007,10,0.8,meter
6/8/2022,100% Cotton Fabric,T001,Textiles,3.46,286,S008,10,0.96,meter
6/9/2022,100% Cotton Fabric,T001,Textiles,3.5,304,S009,10,0.63,meter
6/10/2022,100% Cotton Fabric,T001,Textiles,3.51,320,S010,10,0.75,meter
6/11/2022,100% Cotton Fabric,T001,Textiles,3.52,326,S002,10,0.57,meter
6/12/2022,100% Cotton Fabric,T001,Textiles,3.3,305,S004,10,0.98,meter
6/13/2022,100% Cotton Fabric,T001,Textiles,3.5,293,S006,10,0.69,meter
6/14/2022,100% Cotton Fabric,T001,Textiles,3.36,296,S003,10,0.85,meter
6/15/2022,100% Cotton Fabric,T001,Textiles,3.48,308,S005,10,0.92,meter
6/16/2022,100% Cotton Fabric,T001,Textiles,3.47,314,S010,10,0.75,meter
6/17/2022,100% Cotton Fabric,T001,Textiles,3.53,311,S002,10,0.9,meter
6/18/2022,100% Cotton Fabric,T001,Textiles,3.35,300,S007,10,0.8,meter
6/19/2022,100% Cotton Fabric,T001,Textiles,3.41,260,S002,10,0.9,meter
6/20/2022,100% Cotton Fabric,T001,Textiles,3.45,467,S001,10,0.95,meter
6/21/2022,100% Cotton Fabric,T001,Textiles,3.46,304,S010,10,0.75,meter
6/22/2022,100% Cotton Fabric,T001,Textiles,3.5,315,S004,10,0.98,meter
6/23/2022,100% Cotton Fabric,T001,Textiles,3.4,335,S006,10,0.88,meter
6/24/2022,100% Cotton Fabric,T001,Textiles,3.5,316,S001,10,0.95,meter
6/25/2022,100% Cotton Fabric,T001,Textiles,3.48,354,S005,10,0.92,meter
6/26/2022,100% Cotton Fabric,T001,Textiles,3.58,319,S006,10,0.88,meter
6/27/2022,100% Cotton Fabric,T001,Textiles,3.41,326,S007,10,0.67,meter
6/28/2022,100% Cotton Fabric,T001,Textiles,3.55,328,S004,10,0.98,meter
6/29/2022,100% Cotton Fabric,T001,Textiles,3.47,340,S004,10,0.98,meter
6/30/2022,100% Cotton Fabric,T001,Textiles,3.44,324,S009,10,0.48,meter
7/1/2022,100% Cotton Fabric,T001,Textiles,3.52,337,S010,10,0.75,meter
7/2/2022,100% Cotton Fabric,T001,Textiles,3.39,319,S001,10,0.95,meter
7/3/2022,100% Cotton Fabric,T001,Textiles,3.44,317,S009,10,0.87,meter
7/4/2022,100% Cotton Fabric,T001,Textiles,3.4,317,S005,10,0.92,meter
7/5/2022,100% Cotton Fabric,T001,Textiles,3.4,290,S010,10,0.75,meter
7/6/2022,100% Cotton Fabric,T001,Textiles,3.46,278,S004,10,0.98,meter
7/7/2022,100% Cotton Fabric,T001,Textiles,3.47,308,S002,10,0.9,meter
7/8/2022,100% Cotton Fabric,T001,Textiles,3.36,309,S001,10,0.95,meter
7/9/2022,100% Cotton Fabric,T001,Textiles,3.37,306,S005,10,0.92,meter
7/10/2022,100% Cotton Fabric,T001,Textiles,3.18,259,S004,10,0.98,meter
7/11/2022,100% Cotton Fabric,T001,Textiles,3.39,293,S004,10,0.98,meter
7/12/2022,100% Cotton Fabric,T001,Textiles,3.51,275,S008,10,0.96,meter
7/13/2022,100% Cotton Fabric,T001,Textiles,3.52,468,S001,10,0.95,meter
7/14/2022,100% Cotton Fabric,T001,Textiles,3.42,306,S001,10,0.95,meter
7/15/2022,100% Cotton Fabric,T001,Textiles,3.52,318,S001,10,0.95,meter
7/16/2022,100% Cotton Fabric,T001,Textiles,3.5,285,S004,10,0.98,meter
7/17/2022,100% Cotton Fabric,T001,Textiles,3.46,288,S010,10,0.75,meter
7/18/2022,100% Cotton Fabric,T001,Textiles,3.33,288,S009,10,0.87,meter
7/19/2022,100% Cotton Fabric,T001,Textiles,3.4,317,S006,10,0.88,meter
7/20/2022,100% Cotton Fabric,T001,Textiles,3.35,265,S006,10,0.88,meter
7/21/2022,100% Cotton Fabric,T001,Textiles,3.34,296,S009,10,0.87,meter
7/22/2022,100% Cotton Fabric,T001,Textiles,3.44,306,S010,10,0.75,meter
7/23/2022,100% Cotton Fabric,T001,Textiles,3.46,312,S001,10,0.95,meter
7/24/2022,100% Cotton Fabric,T001,Textiles,3.27,323,S003,10,0.85,meter
7/25/2022,100% Cotton Fabric,T001,Textiles,3.38,254,S004,10,0.98,meter
7/26/2022,100% Cotton Fabric,T001,Textiles,3.34,273,S006,10,0.88,meter
7/27/2022,100% Cotton Fabric,T001,Textiles,3.42,305,S006,10,0.88,meter
7/28/2022,100% Cotton Fabric,T001,Textiles,3.37,287,S006,10,0.88,meter
7/29/2022,100% Cotton Fabric,T001,Textiles,3.44,304,S010,10,0.75,meter
7/30/2022,100% Cotton Fabric,T001,Textiles,3.5,434,S001,10,0.95,meter
7/31/2022,100% Cotton Fabric,T001,Textiles,3.42,327,S002,10,0.9,meter
8/1/2022,100% Cotton Fabric,T001,Textiles,3.4,309,S009,10,0.87,meter
8/2/2022,100% Cotton Fabric,T001,Textiles,3.44,328,S004,10,0.98,meter
